SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
5.0,BACHELOR,GRADUATE,BACHELOR,MALE,FINANCE,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,25000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,170000
1.0,GRADUATE,GRADUATE,BACHELOR,MALE,PHARMACY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,170000
1.0,BACHELOR,BACHELOR,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,170000
2.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Dance,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,15000
3.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,FINANCE,High School diploma,FATHER & STPMOTHER,NEITHER IN U.S,4.0,LIBERAL,22500
4.0,BACHELOR,GRADUATE,LT HIGH SCHOOL,FEMALE,ECONOMICS,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,150000
1.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,30000
3.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,50000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,FATHER,BOTH IN U.S,2.0,LIBERAL,75000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,NURSING,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,8000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER,MOTHER ONLY,2.0,MODERATE,75000
7.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,SOCIOLOGY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
7.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,30000
1.0,GRADUATE,BACHELOR,JUNIOR COLLEGE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,110000
3.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,Statistics/Biostatistics,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,75000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
2.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,40000
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,Electronics,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,110000
2.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,90000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
0.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,Television/Film,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
1.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,Electronics,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
4.0,BACHELOR,GRADUATE,BACHELOR,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,75000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
2.0,GRADUATE,GRADUATE,BACHELOR,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,75000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Information technology,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,1000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Counseling,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
4.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,75000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
4.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,50000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,PHILOSOPHY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,30000
2.0,BACHELOR,GRADUATE,JUNIOR COLLEGE,FEMALE,PSYCHOLOGY,High School diploma,OTHER,DK FOR BOTH,4.0,MODERATE,30000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
5.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,7000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,12500
5.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,40000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,Criminology/Criminal Justice,High School diploma,MOTHER,NEITHER IN U.S,4.0,CONSERVATIVE,4000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,35000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,130000
2.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,110000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,5000
4.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,3.0,MODERATE,90000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
0.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,3000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Fine Arts,High School diploma,MOTHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,130000
3.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,10000
2.0,JUNIOR COLLEGE,GRADUATE,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,FATHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,15000
9.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,40000
2.0,BACHELOR,HIGH SCHOOL,GRADUATE,MALE,ENGLISH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,10000
10.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,OTHER,BOTH IN U.S,3.0,MODERATE,25000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,40000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,MEDICINE,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
3.0,GRADUATE,LT HIGH SCHOOL,BACHELOR,FEMALE,OTHER,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,4.0,MODERATE,10000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
1.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,OTHER VOCATIONAL,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,35000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
6.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,Aviation/Aeronatics,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,17500
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,130000
4.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,20000
1.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,ECONOMICS,High School diploma,MOTHER,BOTH IN U.S,1.0,CONSERVATIVE,110000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,AGRICULTURE/HORTICULTURE,GED,MOTHER & FATHER,BOTH IN U.S,4.0,LIBERAL,50000
1.0,BACHELOR,LT HIGH SCHOOL,GRADUATE,MALE,OTHER,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,30000
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,LIBERAL ARTS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,22500
3.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,LAW,High School diploma,MOTHER & FATHER,NEITHER IN U.S,3.0,CONSERVATIVE,110000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,FATHER,FATHER ONLY,2.0,LIBERAL,75000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,5000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,MODERATE,90000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,7000
6.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER,MOTHER ONLY,4.0,EXTRMLY CONSERVATIVE,10000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,75000
1.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,170000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
10.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
1.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,HEALTH,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
2.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,170000
2.0,GRADUATE,GRADUATE,BACHELOR,MALE,FINANCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
4.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Environmental Science/Ecology,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,10000
0.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,60000
1.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,90000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,Electronics,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,30000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,30000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,40000
3.0,JUNIOR COLLEGE,GRADUATE,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
5.0,JUNIOR COLLEGE,BACHELOR,JUNIOR COLLEGE,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,35000
1.0,GRADUATE,BACHELOR,JUNIOR COLLEGE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
13.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,20000
11.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,GED,OTHER,NEITHER IN U.S,4.0,MODERATE,50000
8.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTRMLY CONSERVATIVE,50000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
2.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Information technology,High School diploma,OTHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,35000
2.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,M AND F RELATIVES,NEITHER IN U.S,4.0,MODERATE,7000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,4000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,90000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,GED,FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,8000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,GENERAL SCIENCES,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,170000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,17500
1.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,EXTREMELY LIBERAL,90000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
0.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,25000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,90000
1.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,GED,OTHER,MOTHER; FA. DK,4.0,MODERATE,40000
2.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
3.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,THEATER ARTS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,22500
2.0,BACHELOR,JUNIOR COLLEGE,GRADUATE,FEMALE,ART,High School diploma,MOTHER & FATHER,MOTHER; FA. DK,ALL IN U.S,EXTREMELY LIBERAL,12500
2.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,50000
2.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,VETERINARY MEDICINE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,40000
1.0,GRADUATE,GRADUATE,BACHELOR,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,4.0,LIBERAL,30000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LIBERAL ARTS,High School diploma,MOTHER,BOTH IN U.S,2.0,LIBERAL,50000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,VETERINARY MEDICINE,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,22500
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,10000
6.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,ENGINEERING,GED,OTHER,BOTH IN U.S,2.0,EXTRMLY CONSERVATIVE,50000
5.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,FEMALE RELATIVE,BOTH IN U.S,ALL IN U.S,MODERATE,60000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,22500
0.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
0.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,3000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,THEOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Aviation/Aeronatics,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,GRADUATE,JUNIOR COLLEGE,JUNIOR COLLEGE,FEMALE,Information technology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,6000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
3.0,BACHELOR,GRADUATE,LT HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
5.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER,NEITHER IN U.S,4.0,LIBERAL,50000
4.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,MALE,HISTORY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,ECONOMICS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,20000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,OTHER,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,12500
1.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,110000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,110000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER,BOTH IN U.S,3.0,MODERATE,3000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,FEMALE RELATIVE,BOTH IN U.S,ALL IN U.S,MODERATE,5000
