OCC10,SIBS,AGE,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,MAJOR1,MAJOR2,DIPGED,SECTOR,BARATE,SEX,RACE,RES16,REG16,FAMILY16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,POLVIEWS,INCOME
Counselors,1.0,26.0,18.0,6.0,13.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,Criminology/Criminal Justice,PSYCHOLOGY,High School diploma,"Public, 4-year or above",40-57.9%,MALE,OTHER,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,BELOW AVERAGE,NO,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,$7 000 TO 7 999
Miscellaneous media and communication  workers,5.0,30.0,18.0,8.0,8.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,BUSINESS ADMINISTRATION,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,"COUNTRY,NONFARM",PACIFIC,MOTHER & FATHER,YES,FAR BELOW AVERAGE,YES,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,$6 000 TO 6 999
Postsecondary teachers,1.0,45.0,20.0,18.0,,GRADUATE,BACHELOR,,GEOLOGY,,High School diploma,"Public, 4-year or above",40-57.9%,MALE,WHITE,TOWN LT 50000,PACIFIC,FATHER,,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$75000 TO $89999
Insurance claims and policy processing clerks,1.0,30.0,16.0,14.0,11.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,Criminology/Criminal Justice,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,CITY GT 250000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$8 000 TO 9 999
"Office machine operators, except computer",6.0,27.0,20.0,12.0,12.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,ANTHROPOLGY,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,,LIBERAL,$3 000 TO 3 999
Registered nurses,2.0,31.0,17.0,16.0,19.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,NURSING,,High School diploma,"Public, 2-year",,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$5 000 TO 5 999
Credit counselors and loan officers,1.0,39.0,16.0,13.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,GENERAL SCIENCES,,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,TOWN LT 50000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$50000 TO 59999
Marketing and sales managers,1.0,36.0,18.0,12.0,14.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,COMMUNICATIONS/SPEECH,,High School diploma,"Public, 4-year or above",40-57.9%,MALE,WHITE,TOWN LT 50000,PACIFIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,1.0,EXTREMELY LIBERAL,$75000 TO $89999
Cooks,2.0,33.0,14.0,,14.0,JUNIOR COLLEGE,,HIGH SCHOOL,Environmental Science/Ecology,,High School diploma,"Public, 2-year",,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$22500 TO 24999
Real estate brokers and sales agents,2.0,40.0,16.0,18.0,16.0,BACHELOR,GRADUATE,BACHELOR,BIOLOGY,,High School diploma,"Public, 4-year or above",58% or over,MALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$40000 TO 49999
Health practitioner support technologists and technicians,4.0,44.0,14.0,14.0,8.0,JUNIOR COLLEGE,JUNIOR COLLEGE,LT HIGH SCHOOL,PHARMACY,,High School diploma,"Public, 2-year",,FEMALE,WHITE,CITY GT 250000,PACIFIC,MOTHER & STPFATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$35000 TO 39999
Miscellaneous health technologists and technicians,11.0,36.0,16.0,5.0,14.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,NURSING,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,FEMALE,OTHER,FARM,MOUNTAIN,OTHER,YES,FAR BELOW AVERAGE,YES,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,$10000 TO 12499
First-line supervisors of office and administrative support workers,3.0,23.0,15.0,5.0,10.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,OTHER VOCATIONAL,,High School diploma,"Public, 2-year",,MALE,OTHER,CITY GT 250000,MOUNTAIN,OTHER,YES,FAR BELOW AVERAGE,YES,MOTHER ONLY,2.0,LIBERAL,$15000 TO 17499
Billing and posting clerks,1.0,40.0,16.0,18.0,20.0,BACHELOR,GRADUATE,GRADUATE,SOCIOLOGY,SOCIAL WORK,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$30000 TO 34999
Environmental scientists and geoscientists,3.0,29.0,18.0,13.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,Environmental Science/Ecology,High School diploma,"Public, 4-year or above",58% or over,MALE,WHITE,TOWN LT 50000,PACIFIC,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$10000 TO 12499
Postsecondary teachers,1.0,37.0,20.0,14.0,16.0,GRADUATE,JUNIOR COLLEGE,BACHELOR,MATHMATICS,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,WHITE,BIG-CITY SUBURB,MOUNTAIN,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$50000 TO 59999
Retail salespersons,1.0,26.0,14.0,16.0,14.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,LIBERAL ARTS,,High School diploma,"Public, 2-year",,MALE,WHITE,BIG-CITY SUBURB,PACIFIC,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,2.0,LIBERAL,$12500 TO 14999
Biological scientists,1.0,32.0,16.0,17.0,14.0,BACHELOR,GRADUATE,JUNIOR COLLEGE,BIOLOGY,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,$40000 TO 49999
Postsecondary teachers,1.0,34.0,20.0,12.0,18.0,GRADUATE,HIGH SCHOOL,GRADUATE,ENGLISH,EDUCATION,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,FARM,PACIFIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,$110000 TO $129999
"Military, rank not specified",4.0,30.0,14.0,12.0,10.0,JUNIOR COLLEGE,,LT HIGH SCHOOL,ACCOUNTING/BOOKKEEPING,,High School diploma,,,MALE,BLACK,50000 TO 250000,FOREIGN,MOTHER & FATHER,NO,,NO,NEITHER IN U.S,4.0,MODERATE,$25000 TO 29999
Postsecondary teachers,2.0,42.0,20.0,14.0,13.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FOREIGN LANGUAGE,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,BIG-CITY SUBURB,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,$75000 TO $89999
"Military, rank not specified",4.0,28.0,16.0,16.0,14.0,HIGH SCHOOL,BACHELOR,JUNIOR COLLEGE,,,High School diploma,,,MALE,WHITE,50000 TO 250000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$40000 TO 49999
"Military, rank not specified",9.0,41.0,15.0,,16.0,JUNIOR COLLEGE,,BACHELOR,BUSINESS ADMINISTRATION,,High School diploma,"Public, 2-year",,FEMALE,WHITE,50000 TO 250000,MIDDLE ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,2.0,CONSERVATIVE,$50000 TO 59999
"Military, rank not specified",1.0,28.0,16.0,20.0,18.0,BACHELOR,GRADUATE,GRADUATE,ENGINEERING,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,OTHER,BIG-CITY SUBURB,E. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,NO,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,$75000 TO $89999
Detectives and criminal investigators,3.0,37.0,16.0,20.0,14.0,BACHELOR,GRADUATE,HIGH SCHOOL,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,,High School diploma,"Private not-for-profit, 4-year or above",40-57.9%,MALE,WHITE,50000 TO 250000,E. SOU. CENTRAL,OTHER,YES,FAR ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$60000 TO 74999
Police and sheriff's patrol officers,2.0,27.0,16.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,LAW ENFORCEMENT,LAW ENFORCEMENT,High School diploma,"Public, 4-year or above",58% or over,MALE,WHITE,FARM,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,$50000 TO 59999
Other teachers and instructors,3.0,31.0,18.0,16.0,12.0,GRADUATE,BACHELOR,HIGH SCHOOL,NURSING,,High School diploma,,,FEMALE,WHITE,50000 TO 250000,SOUTH ATLANTIC,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$75000 TO $89999
Education administrators,6.0,38.0,16.0,14.0,18.0,BACHELOR,JUNIOR COLLEGE,GRADUATE,ADVERTISING,,High School diploma,"Public, 4-year or above",0-39.9%,MALE,WHITE,TOWN LT 50000,W. SOU. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$50000 TO 59999
"Miscellaneous healthcare support occupations, including medical equipment preparers",2.0,41.0,16.0,12.0,14.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,COMM. DISORDERS,,High School diploma,"Public, 2-year",,FEMALE,WHITE,FARM,W. SOU. CENTRAL,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$12500 TO 14999
Elementary and middle school teachers,6.0,39.0,17.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,Administrative Science/Public Administration,MARKETING,High School diploma,,,FEMALE,OTHER,50000 TO 250000,FOREIGN,MOTHER & STPFATHER,NO,BELOW AVERAGE,NO,NEITHER IN U.S,3.0,SLGHTLY CONSERVATIVE,$10000 TO 12499
Financial managers,3.0,41.0,16.0,12.0,16.0,BACHELOR,HIGH SCHOOL,BACHELOR,MARKETING,,High School diploma,"Public, 4-year or above",0-39.9%,MALE,WHITE,TOWN LT 50000,W. SOU. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$60000 TO 74999
Registered nurses,7.0,39.0,15.0,14.0,16.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,NURSING,,High School diploma,"Public, 2-year",,FEMALE,WHITE,"COUNTRY,NONFARM",W. SOU. CENTRAL,FATHER & STPMOTHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,$60000 TO 74999
Licensed practical and licensed vocational nurses,1.0,41.0,16.0,16.0,17.0,BACHELOR,BACHELOR,GRADUATE,BUSINESS ADMINISTRATION,SOCIOLOGY,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,"COUNTRY,NONFARM",W. SOU. CENTRAL,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$30000 TO 34999
Counter and rental clerks,0.0,27.0,16.0,14.0,10.0,BACHELOR,JUNIOR COLLEGE,LT HIGH SCHOOL,Criminology/Criminal Justice,,High School diploma,,,MALE,WHITE,TOWN LT 50000,W. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$22500 TO 24999
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",1.0,31.0,16.0,14.0,12.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,OTHER VOCATIONAL,LAW,High School diploma,"Public, 4-year or above",40-57.9%,MALE,WHITE,"COUNTRY,NONFARM",W. NOR. CENTRAL,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$50000 TO 59999
"Office clerks, general",6.0,45.0,18.0,7.0,12.0,GRADUATE,LT HIGH SCHOOL,HIGH SCHOOL,BUSINESS ADMINISTRATION,,High School diploma,"Private not-for-profit, 4-year or above",0-39.9%,FEMALE,BLACK,"COUNTRY,NONFARM",SOUTH ATLANTIC,MOTHER & FATHER,NO,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$30000 TO 34999
"Software developers, applications and systems software",3.0,43.0,20.0,12.0,7.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,Administrative Science/Public Administration,,High School diploma,"Private not-for-profit, 4-year or above",40-57.9%,MALE,WHITE,TOWN LT 50000,W. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,NO,FATHER ONLY,ALL IN U.S,CONSERVATIVE,$60000 TO 74999
Secretaries and administrative assistants,11.0,44.0,14.0,,12.0,JUNIOR COLLEGE,,HIGH SCHOOL,BUSINESS ADMINISTRATION,HEALTH,High School diploma,,,FEMALE,BLACK,TOWN LT 50000,SOUTH ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$12500 TO 14999
"Military, rank not specified",2.0,44.0,14.0,14.0,16.0,JUNIOR COLLEGE,JUNIOR COLLEGE,BACHELOR,EDUCATION,,High School diploma,"Public, 2-year",,MALE,BLACK,TOWN LT 50000,MIDDLE ATLANTIC,FATHER & STPMOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$60000 TO 74999
Automotive and watercraft service attendants,4.0,42.0,15.0,12.0,14.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,SOCIAL WORK,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,OTHER,TOWN LT 50000,W. NOR. CENTRAL,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$20000 TO 22499
Physicians and surgeons,1.0,40.0,20.0,16.0,16.0,GRADUATE,BACHELOR,HIGH SCHOOL,BIOLOGY,,High School diploma,"Public, 4-year or above",58% or over,MALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$150000 OR OVER
Dining room and cafeteria attendants and bartender helpers,5.0,24.0,17.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,BUSINESS ADMINISTRATION,,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$20000 TO 22499
Receptionists and information clerks,1.0,23.0,17.0,12.0,16.0,HIGH SCHOOL,HIGH SCHOOL,BACHELOR,,,High School diploma,,,FEMALE,WHITE,FARM,E. NOR. CENTRAL,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,1.0,LIBERAL,$3 000 TO 3 999
Retail salespersons,3.0,38.0,16.0,,12.0,BACHELOR,,HIGH SCHOOL,MARKETING,,High School diploma,"Private not-for-profit, 4-year or above",40-57.9%,FEMALE,WHITE,50000 TO 250000,E. NOR. CENTRAL,MOTHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$40000 TO 49999
"Packers and packagers, hand",4.0,38.0,17.0,15.0,15.0,HIGH SCHOOL,JUNIOR COLLEGE,JUNIOR COLLEGE,,,High School diploma,,,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,UNDER $1 000
Recreation and fitness workers,1.0,40.0,14.0,10.0,12.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,Criminology/Criminal Justice,,High School diploma,"Public, 2-year",,FEMALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$22500 TO 24999
"Heating, air conditioning, and refrigeration mechanics and installers",1.0,38.0,18.0,16.0,16.0,GRADUATE,BACHELOR,BACHELOR,Human Services/Human Resources,,High School diploma,"Public, 4-year or above",40-57.9%,MALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$40000 TO 49999
Electrical and electronics engineers,2.0,31.0,16.0,12.0,13.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,ENGINEERING,,High School diploma,"Public, 4-year or above",40-57.9%,MALE,WHITE,"COUNTRY,NONFARM",SOUTH ATLANTIC,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$90000 TO $109999
Geological and petroleum technicians,1.0,30.0,17.0,12.0,16.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,CHEMISTRY,PHYSICS,High School diploma,"Private not-for-profit, 4-year or above",40-57.9%,MALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$75000 TO $89999
Secondary school teachers,1.0,45.0,19.0,12.0,12.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,Educational administration,,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,TOWN LT 50000,E. SOU. CENTRAL,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$50000 TO 59999
Registered nurses,2.0,29.0,16.0,10.0,9.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,NURSING,,High School diploma,"Private not-for-profit, 4-year or above",40-57.9%,FEMALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$40000 TO 49999
First-line supervisors of retail sales workers,7.0,42.0,14.0,7.0,10.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,BUSINESS ADMINISTRATION,,GED,"Public, 2-year",,FEMALE,BLACK,"COUNTRY,NONFARM",E. SOU. CENTRAL,MOTHER & FATHER,YES,FAR BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$22500 TO 24999
"Computer, automated teller, and office machine repairers",2.0,40.0,16.0,9.0,14.0,BACHELOR,LT HIGH SCHOOL,JUNIOR COLLEGE,BUSINESS ADMINISTRATION,,High School diploma,"Public, 4-year or above",0-39.9%,MALE,BLACK,"COUNTRY,NONFARM",E. SOU. CENTRAL,MOTHER & FATHER,YES,FAR ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$40000 TO 49999
First-line supervisors of retail sales workers,3.0,38.0,16.0,13.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,BUSINESS ADMINISTRATION,MARKETING,High School diploma,"Public, 4-year or above",0-39.9%,FEMALE,WHITE,"COUNTRY,NONFARM",SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$150000 OR OVER
Medical and health services managers,7.0,37.0,18.0,,12.0,GRADUATE,,HIGH SCHOOL,SOCIOLOGY,HEALTH,High School diploma,"Private for-profit, 4-year or above",0-39.9%,FEMALE,BLACK,TOWN LT 50000,SOUTH ATLANTIC,MOTHER,YES,FAR BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$25000 TO 29999
Phlebotomists,1.0,41.0,14.0,12.0,12.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,EDUCATION,,High School diploma,"Public, 4-year or above",,FEMALE,WHITE,TOWN LT 50000,SOUTH ATLANTIC,MOTHER & FATHER,NO,FAR ABOVE AVERAGE,YES,BOTH IN U.S,1.0,MODERATE,$22500 TO 24999
First-line supervisors of office and administrative support workers,4.0,34.0,16.0,7.0,20.0,JUNIOR COLLEGE,LT HIGH SCHOOL,GRADUATE,BUSINESS ADMINISTRATION,,High School diploma,"Public, 2-year",,MALE,WHITE,50000 TO 250000,NEW ENGLAND,OTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,1.0,MODERATE,$40000 TO 49999
Elementary and middle school teachers,2.0,31.0,18.0,12.0,14.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,EDUCATION,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,BLACK,50000 TO 250000,NEW ENGLAND,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$35000 TO 39999
"Packers and packagers, hand",2.0,25.0,15.0,14.0,,JUNIOR COLLEGE,HIGH SCHOOL,,Visual Arts/Graphic Design/Design and Drafting,,High School diploma,,,FEMALE,WHITE,CITY GT 250000,FOREIGN,FATHER,,AVERAGE,NO,NEITHER IN U.S,4.0,LIBERAL,$17500 TO 19999
Elementary and middle school teachers,6.0,43.0,16.0,,16.0,BACHELOR,,BACHELOR,FOREIGN LANGUAGE,,High School diploma,"Public, 4-year or above",40-57.9%,FEMALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,MOTHER ONLY,2.0,MODERATE,$50000 TO 59999
Miscellaneous social scientists and related workers,1.0,36.0,20.0,20.0,17.0,GRADUATE,GRADUATE,GRADUATE,OTHER,BIOLOGY,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,CITY GT 250000,FOREIGN,MOTHER & FATHER,YES,ABOVE AVERAGE,NO,NEITHER IN U.S,4.0,LIBERAL,$30000 TO 34999
"Physical scientists, all other",1.0,33.0,16.0,16.0,12.0,GRADUATE,BACHELOR,HIGH SCHOOL,PHYSICS,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,OTHER,CITY GT 250000,FOREIGN,MOTHER & FATHER,NO,AVERAGE,NO,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,$50000 TO 59999
Lawyers,1.0,41.0,19.0,14.0,12.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,LAW,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,MALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,MOTHER & FATHER,NO,FAR ABOVE AVERAGE,YES,BOTH IN U.S,1.0,MODERATE,$170000 OR OVER
Miscellaneous personal appearance workers,1.0,42.0,16.0,14.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,COMMUNICATIONS/SPEECH,,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,4.0,EXTREMELY LIBERAL,$40000 TO 49999
Preschool and kindergarten teachers,1.0,40.0,17.0,16.0,14.0,GRADUATE,BACHELOR,HIGH SCHOOL,MATHMATICS,,High School diploma,"Public, 4-year or above",58% or over,FEMALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,2.0,MODERATE,$22500 TO 24999
Registered nurses,1.0,35.0,18.0,14.0,8.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,NURSING,HEALTH,High School diploma,"Private not-for-profit, 4-year or above",58% or over,FEMALE,BLACK,CITY GT 250000,MIDDLE ATLANTIC,MOTHER & STPFATHER,YES,ABOVE AVERAGE,NO,FATHER ONLY,2.0,SLIGHTLY LIBERAL,$40000 TO 49999
Social science research assistants,2.0,36.0,20.0,20.0,18.0,GRADUATE,GRADUATE,GRADUATE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,,High School diploma,,,FEMALE,WHITE,CITY GT 250000,FOREIGN,MOTHER & FATHER,NO,ABOVE AVERAGE,NO,FATHER ONLY,2.0,EXTREMELY LIBERAL,$50000 TO 59999
Producers and directors,1.0,37.0,18.0,20.0,18.0,GRADUATE,GRADUATE,GRADUATE,Educational administration,,High School diploma,"Private not-for-profit, 4-year or above",58% or over,FEMALE,BLACK,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,NO,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,$60000 TO 74999
Computer and information systems managers,0.0,42.0,14.0,9.0,9.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,LIBERAL ARTS,,GED,"Public, 2-year",,MALE,OTHER,CITY GT 250000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,FAR BELOW AVERAGE,NO,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,$150000 TO $169999
Chefs and head cooks,1.0,35.0,14.0,,13.0,JUNIOR COLLEGE,,HIGH SCHOOL,Food Science/Nutrition/Culinary Arts,,High School diploma,"Private not-for-profit, 4-year or above",,FEMALE,WHITE,CITY GT 250000,MIDDLE ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$60000 TO 74999
Firefighters,2.0,33.0,16.0,16.0,14.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,HISTORY,,High School diploma,"Public, 4-year or above",58% or over,MALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$110000 TO $129999
Logisticians,1.0,41.0,16.0,12.0,14.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,Visual Arts/Graphic Design/Design and Drafting,,High School diploma,,,MALE,WHITE,BIG-CITY SUBURB,FOREIGN,MOTHER & FATHER,YES,AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$50000 TO 59999
